
Initial statistics: 47 variables; iteration 0; function evaluation 0; phase 1
Function value 2.0676192e+06; maximum gradient component mag -1.5286e+06
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 46  0.01221 -5.62699e+02 | 47  0.01682 -6.18563e+02 | 48  0.01164 -7.65862e+02
 49  0.01992 -7.30428e+02 | 50  0.00841 -7.46311e+02 | 51  0.00710 -6.36339e+02
 52  0.00475 -5.00648e+02 | 53  0.00492 -3.42284e+02 | 54  0.01013 -4.92187e+00
 55  0.00678  9.57323e+01 | 56  0.00325  2.30713e+02 | 57  0.00104  2.85271e+02
 58 -0.00111  3.65790e+02 | 59 -0.00159  3.80708e+02 | 60 -0.00159  2.99941e+02
 61 -0.00197  1.47064e+02 | 62  0.00375  2.03493e+02 | 63  0.00205  3.15254e+01
 64 -0.00267 -2.17881e+02 | 65 -0.00871 -5.23386e+02 | 66 -0.00505 -6.07652e+02
 67 -0.03766 -1.01020e+03 | 68 -0.02774 -9.63254e+02 | 69 -0.03587 -1.06055e+03
 70 -0.05215 -1.13830e+03 | 71 -4.32179  2.92292e+03 | 72  0.07086 -1.75730e+02
 73  0.05555 -3.11373e+02 | 74  0.04158 -3.64952e+02 | 75  0.04811 -2.27398e+02
 76  0.04056 -1.19595e+02 | 77 -0.03012  3.13094e+01 | 78  0.01663  5.93904e+02
 79 -0.07612  2.12453e+02 | 80 -0.20183  6.54505e+02 | 81 -0.24283 -7.71228e+01
 82 -0.02875  4.38530e+02 | 83 -0.02412  1.77998e+03 | 84 -0.13383  8.44167e+01
 85  0.02762 -1.11211e+02 | 86  0.14896 -6.96927e+01 | 87  0.18402  1.32925e+02
 88  0.16134  1.32999e+02 | 89  0.18834 -1.99150e+02 | 90  0.15219 -2.60351e+02
 91  0.18417  1.35244e+02 | 92  0.13395  4.32237e+01 | 93  0.09742  4.06019e+02
 94  0.12863 -8.25849e+00 | 95  0.19069  3.51305e+02 | 96  0.15889  7.91926e+01
 97  0.16789  3.12577e+02 | 98  0.22323  2.32090e+02 | 99  0.12046 -3.06037e+02
100  0.15571 -6.18095e+02 |101  0.20732 -5.36324e+02 |102  0.19505 -6.30968e+02
103  0.21814 -7.95307e+02 |104  0.19436 -1.00683e+03 |105  0.19389 -1.00075e+03
106  0.23507 -4.07297e+02 |107  0.17454  6.73094e+00 |108  0.18393  5.02213e+01
109  0.27086 -1.64019e+02 |110  0.17198 -3.67143e+01 |111  0.18065  7.97410e+01
112  0.23263  3.59757e+02 |113  0.18012  4.93489e+02 |114  0.22591  2.91813e+02
115  0.20730  5.46943e+02 |116  0.09642  4.21301e+01 |
116 variables; iteration 100; function evaluation 143; phase 2
Function value 3.8624369e+02; maximum gradient component mag 3.9711e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.34680 -1.98149e+01 |  2 -0.38136 -7.10905e+00 |  3 -0.33046 -3.27226e+01
  4 -0.22191  2.70632e+01 |  5 19.69294  3.97107e+03 |  6 -0.00262 -3.52420e+02
  7 -0.01216 -1.24532e+03 |  8 -0.00363 -1.15091e+03 |  9  0.00453 -1.02100e+03
 10  0.01191 -8.51196e+02 | 11  0.01445 -7.06824e+02 | 12  0.00934 -6.82391e+02
 13  0.00102 -7.23272e+02 | 14 -0.00402 -7.07272e+02 | 15 -0.01014 -7.16996e+02
 16 -0.01418 -6.90499e+02 | 17 -0.00979 -4.97602e+02 | 18 -0.00274 -1.97430e+02
 19 -0.00654 -1.84114e+02 | 20 -0.00891 -1.34456e+02 | 21 -0.01670 -2.63674e+02
 22 -0.00868  1.07208e+02 | 23 -0.00615  3.21860e+02 | 24 -0.00552  4.60845e+02
 25 -0.00134  7.71664e+02 | 26 -0.00397  7.08265e+02 | 27 -0.00013  9.66379e+02
 28  0.00034  1.01286e+03 | 29  0.00078  1.05744e+03 | 30  0.00217  1.14244e+03
 31  0.00310  1.14661e+03 | 32  0.00458  1.12683e+03 | 33  0.00832  1.16741e+03
 34  0.01341  1.26291e+03 | 35  0.01272  1.10523e+03 | 36  0.01169  8.97992e+02
 37  0.01196  7.29712e+02 | 38  0.01244  6.09885e+02 | 39  0.01084  4.33978e+02
 40  0.01219  3.49969e+02 | 41  0.01431  3.09008e+02 | 42  0.01322  1.86888e+02
 43  0.01306  5.92346e+01 | 44  0.01182 -8.06607e+01 | 45  0.01439 -5.14689e+01
 46  0.01538 -1.20895e+02 | 47  0.01987 -3.79124e+00 | 48  0.01840 -3.01428e+01
 49  0.02130  7.43957e+01 | 50  0.01356 -7.05306e+00 | 51  0.00986  1.57428e+01
 52  0.00823  1.51092e+02 | 53  0.00170  2.49578e+01 | 54  0.00855  4.95582e+02
 55  0.00485  4.74806e+02 | 56  0.00144  5.15771e+02 | 57 -0.00043  5.13215e+02
 58 -0.00443  4.25786e+02 | 59 -0.00526  3.72664e+02 | 60 -0.00535  2.40816e+02
 61 -0.00365  1.37202e+02 | 62  0.00142  1.57724e+02 | 63 -0.00284 -1.69581e+02
 64 -0.00431 -3.75530e+02 | 65 -0.01210 -7.78398e+02 | 66 -0.00850 -8.84139e+02
 67 -0.03364 -1.27947e+03 | 68 -0.03540 -1.30406e+03 | 69 -0.02959 -1.36040e+03
 70 -0.06600 -1.48219e+03 | 71 -4.30365  3.67931e+03 | 72  0.07545 -2.14812e+02
 73  0.06050 -2.86343e+02 | 74  0.04676 -3.41190e+02 | 75  0.05341 -2.79240e+02
 76  0.04595 -2.47914e+02 | 77 -0.02476 -1.74782e+02 | 78  0.02172  1.49971e+02
 79 -0.07071 -8.06567e+01 | 80 -0.19669  2.21253e+02 | 81 -0.23729 -1.37151e+02
 82 -0.02440  1.97542e+02 | 83 -0.02116  1.09737e+03 | 84 -0.13047  1.47162e+02
 85  0.03025  7.54556e+01 | 86  0.15079  1.44614e+02 | 87  0.18465  2.03898e+02
 88  0.16118  3.27044e+02 | 89  0.18728  3.31271e+01 | 90  0.15032  2.59389e+01
 91  0.18104  2.32201e+02 | 92  0.12998  1.16637e+02 | 93  0.09222  1.89979e+02
 94  0.12282 -5.62982e+01 | 95  0.18374  1.32295e+02 | 96  0.15157 -5.32598e+00
 97  0.15965  4.97787e+01 | 98  0.21415 -6.68938e+01 | 99  0.11188 -3.49930e+02
100  0.14710 -5.79670e+02 |101  0.19860 -5.52201e+02 |102  0.18682 -6.28742e+02
103  0.21076 -6.35979e+02 |104  0.18813 -7.49804e+02 |105  0.18892 -6.85073e+02
106  0.23087 -3.61661e+02 |107  0.17179  3.50458e+01 |108  0.18274  1.34485e+02
109  0.27160  5.21251e+01 |110  0.17418  1.75121e+02 |111  0.18437  3.11827e+02
112  0.23772  4.42087e+02 |113  0.18638  6.17449e+02 |114  0.23352  3.91322e+02
115  0.21570  5.70612e+02 |116  0.10550  3.02532e+02 |
116 variables; iteration 120; function evaluation 184; phase 2
Function value 3.5977231e+02; maximum gradient component mag 2.0184e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.29320 -7.42508e+00 |  2 -0.39880 -6.41680e+00 |  3 -0.30481 -4.05298e+01
  4 -0.29386 -1.30417e+01 |  5 19.70623  2.01843e+03 |  6 -0.00461 -5.39629e+02
  7 -0.01010 -7.04481e+02 |  8 -0.00399 -6.79533e+02 |  9  0.00081 -6.52082e+02
 10  0.00762 -6.09924e+02 | 11  0.00763 -5.86425e+02 | 12  0.00581 -5.68232e+02
 13 -0.00435 -5.88286e+02 | 14 -0.00787 -5.78770e+02 | 15 -0.00750 -5.45929e+02
 16 -0.01357 -5.49072e+02 | 17 -0.01154 -5.05125e+02 | 18 -0.00643 -4.24869e+02
 19 -0.00631 -3.77257e+02 | 20 -0.01448 -4.07417e+02 | 21 -0.01618 -3.77152e+02
 22 -0.01037 -2.57277e+02 | 23 -0.00544 -1.23423e+02 | 24 -0.00521 -5.31806e+01
 25 -0.00261  5.96876e+01 | 26 -0.00479  6.35838e+01 | 27 -0.00318  1.31023e+02
 28 -0.00146  1.92907e+02 | 29 -0.00085  2.44753e+02 | 30 -0.00029  3.02727e+02
 31  0.00085  3.47196e+02 | 32  0.00321  3.93715e+02 | 33  0.00780  4.53037e+02
 34  0.01179  4.54817e+02 | 35  0.01127  4.47152e+02 | 36  0.01160  4.23374e+02
 37  0.01241  3.72668e+02 | 38  0.01480  4.03360e+02 | 39  0.01129  2.57356e+02
 40  0.01609  3.03784e+02 | 41  0.01468  1.85319e+02 | 42  0.01430  1.80541e+02
 43  0.01193  8.20292e+01 | 44  0.01575  1.63677e+02 | 45  0.01365  1.21575e+02
 46  0.01842  2.20811e+02 | 47  0.01934  2.44432e+02 | 48  0.01702  2.38014e+02
 49  0.02396  4.48188e+02 | 50  0.01335  2.98295e+02 | 51  0.01110  3.31982e+02
 52  0.00677  3.17318e+02 | 53  0.00549  3.42697e+02 | 54  0.00978  5.63003e+02
 55  0.00724  5.66686e+02 | 56 -0.00009  4.73237e+02 | 57 -0.00108  5.14180e+02
 58 -0.00698  4.35941e+02 | 59 -0.00916  3.88698e+02 | 60 -0.00649  4.07564e+02
 61 -0.00501  3.57204e+02 | 62 -0.00206  3.51944e+02 | 63 -0.00812  1.20318e+02
 64 -0.01303 -5.79429e+01 | 65 -0.01458 -2.20927e+02 | 66 -0.01623 -3.54226e+02
 67 -0.02709 -5.59227e+02 | 68 -0.03758 -6.30345e+02 | 69 -0.03133 -6.78747e+02
 70 -0.00682 -7.41760e+02 | 71 -4.31247  1.81903e+03 | 72  0.08142 -4.36101e+02
 73  0.06637 -3.17834e+02 | 74  0.05252 -2.13098e+02 | 75  0.05886 -1.56894e+02
 76  0.05120 -1.02109e+02 | 77 -0.01972 -7.92835e+01 | 78  0.02594 -1.66591e+02
 79 -0.06602 -6.26690e+01 | 80 -0.19248 -1.00976e+02 | 81 -0.23231 -1.90623e+01
 82 -0.02051 -5.38252e+01 | 83 -0.01913 -2.00721e+02 | 84 -0.12666  9.30219e+01
 85  0.03357  3.17896e+01 | 86  0.15362  1.31882e+02 | 87  0.18662  9.06928e+01
 88  0.16234  1.93075e+02 | 89  0.18813  1.62972e+02 | 90  0.15036  1.83128e+02
 91  0.17976  7.23616e+01 | 92  0.12820  8.79394e+01 | 93  0.08945 -9.75290e+01
 94  0.12008 -3.71379e+01 | 95  0.18006 -6.13474e+01 | 96  0.14793 -1.37311e+01
 97  0.15545 -1.10091e+02 | 98  0.20977 -1.55796e+02 | 99  0.10813 -5.86313e+01
100  0.14350 -9.11223e+01 |101  0.19461 -1.39307e+02 |102  0.18277 -1.80555e+02
103  0.20666 -1.14063e+02 |104  0.18417 -1.35483e+02 |105  0.18497 -1.13083e+02
106  0.22612 -2.42730e+02 |107  0.16702 -1.29641e+02 |108  0.17830 -9.76548e+01
109  0.26793  1.60986e+01 |110  0.17158  1.05722e+02 |111  0.18280  2.38066e+02
112  0.23713  2.50025e+02 |113  0.18696  4.01168e+02 |114  0.23573  3.82909e+02
115  0.21890  5.14501e+02 |116  0.11041  7.91700e+02 |
116 variables; iteration 140; function evaluation 208; phase 2
Function value 3.3878434e+02; maximum gradient component mag -2.1161e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24990 -5.64191e-01 |  2 -0.40714  1.23427e-01 |  3  0.05638 -1.18377e-01
  4 -0.37803  2.48854e-01 |  5 19.66968 -4.92750e+00 |  6 -0.00685  1.70083e+01
  7 -0.00208  4.96026e+00 |  8 -0.00258  5.33346e+00 |  9 -0.00284  6.13234e+00
 10 -0.00221  8.20096e+00 | 11 -0.00244  9.36984e+00 | 12 -0.00255  1.08398e+01
 13 -0.00441  9.97921e+00 | 14 -0.00624  9.32056e+00 | 15 -0.00658  1.09874e+01
 16 -0.00796  1.06420e+01 | 17 -0.00658  1.09045e+01 | 18 -0.00344  1.35716e+01
 19 -0.00256  1.26157e+01 | 20 -0.00287  1.24220e+01 | 21 -0.00402  1.14516e+01
 22 -0.00424  1.25150e+01 | 23 -0.00631  1.14015e+01 | 24 -0.00822  1.25665e+01
 25 -0.00880  1.47404e+01 | 26 -0.00908  1.19201e+01 | 27 -0.00560  1.07917e+01
 28 -0.00316  6.75250e+00 | 29 -0.00608  7.15981e+00 | 30 -0.01175  9.12040e+00
 31 -0.01262  9.97202e+00 | 32 -0.00740  8.19282e+00 | 33  0.00602  3.60472e+00
 34  0.02149 -4.30092e+00 | 35  0.02031  2.72096e+00 | 36  0.01840  9.45043e-01
 37  0.02028  4.66673e-01 | 38  0.01932  1.74455e+00 | 39  0.01350  2.18006e-01
 40  0.01770 -1.19023e+00 | 41  0.02342 -6.38236e+00 | 42  0.01379 -7.12842e+00
 43  0.01371 -1.06289e+01 | 44  0.01582 -1.20623e+01 | 45  0.01273 -1.38395e+01
 46  0.01949 -1.78389e+01 | 47  0.02757 -1.70471e+01 | 48  0.02525 -1.88025e+01
 49  0.03563 -2.11607e+01 | 50  0.01833 -1.94720e+01 | 51  0.01263 -1.90500e+01
 52  0.00821 -1.79928e+01 | 53  0.01179 -1.60072e+01 | 54  0.01510 -1.77617e+01
 55  0.01356 -1.68121e+01 | 56 -0.00017 -1.42233e+01 | 57 -0.00259 -1.12109e+01
 58 -0.01678 -8.34159e+00 | 59 -0.02018 -7.27028e+00 | 60 -0.01154 -5.52671e+00
 61 -0.00518 -3.89266e+00 | 62 -0.00424 -3.40328e+00 | 63 -0.01491 -2.51627e+00
 64 -0.02443 -2.32677e+00 | 65 -0.02399 -2.68210e+00 | 66 -0.02569  2.02795e+00
 67 -0.02509  3.35220e+00 | 68 -0.04431  1.48147e+00 | 69 -0.03546  1.59400e+00
 70 -0.00005  1.72438e+00 | 71 -4.31928 -1.65961e+00 | 72  0.08495  5.44264e+00
 73  0.06886  7.25152e+00 | 74  0.05458  7.64736e+00 | 75  0.06119  8.43605e+00
 76  0.05446  8.15421e+00 | 77 -0.01492  6.27778e+00 | 78  0.03284  6.15559e+00
 79 -0.05725  1.42759e+00 | 80 -0.18171  2.24935e+00 | 81 -0.22045  1.10618e-01
 82 -0.00906  1.80260e-01 | 83 -0.00796  2.70409e+00 | 84 -0.11696  2.72934e+00
 85  0.04153  9.02348e-01 | 86  0.15961  3.37982e+00 | 87  0.19040  3.50198e+00
 88  0.16392  4.75252e+00 | 89  0.18804  3.55378e+00 | 90  0.14894  3.59736e+00
 91  0.17761  3.37921e+00 | 92  0.12554  2.98460e+00 | 93  0.08662  2.21097e+00
 94  0.11661  3.18876e-01 | 95  0.17573  4.70402e-01 | 96  0.14277 -1.90190e-01
 97  0.14958 -1.05595e+00 | 98  0.20287 -4.07337e-01 | 99  0.10033 -2.79841e+00
100  0.13464 -3.38052e+00 |101  0.18466 -4.19573e+00 |102  0.17226 -4.97164e+00
103  0.19547 -5.18176e+00 |104  0.17314 -6.23300e+00 |105  0.17432 -6.97305e+00
106  0.21623 -6.44019e+00 |107  0.15824 -7.16902e+00 |108  0.17090 -6.68293e+00
109  0.26169 -3.49899e+00 |110  0.16769 -4.76706e+00 |111  0.18102 -4.00532e+00
112  0.23783 -2.15076e+00 |113  0.18982 -2.13334e+00 |114  0.24119 -4.13089e+00
115  0.22649 -4.26119e+00 |116  0.11943 -2.49783e+00 |
116 variables; iteration 160; function evaluation 228; phase 2
Function value 3.3873687e+02; maximum gradient component mag -1.4543e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24637 -1.10800e-02 |  2 -0.40799 -6.05722e-03 |  3  0.05865  1.65027e-02
  4 -0.37852  2.20110e-02 |  5 19.66800 -6.41441e-01 |  6 -0.00846  8.76634e-01
  7 -0.00211  3.63751e-01 |  8 -0.00249  3.72796e-01 |  9 -0.00285  4.84955e-01
 10 -0.00326  5.88927e-01 | 11 -0.00380  6.64445e-01 | 12 -0.00442  6.94963e-01
 13 -0.00521  6.08130e-01 | 14 -0.00618  4.74327e-01 | 15 -0.00727  3.42189e-01
 16 -0.00792  3.67275e-01 | 17 -0.00597  2.48503e-01 | 18 -0.00342  5.61437e-01
 19 -0.00140  3.70399e-01 | 20 -0.00157  8.29112e-02 | 21 -0.00229  4.97853e-02
 22 -0.00324  2.03950e-01 | 23 -0.00532  5.28981e-02 | 24 -0.00843 -2.72118e-01
 25 -0.01008 -2.44337e-01 | 26 -0.00959 -3.85269e-01 | 27 -0.00583 -4.09148e-01
 28 -0.00269 -7.47228e-01 | 29 -0.00606 -8.90159e-01 | 30 -0.01251 -1.04319e+00
 31 -0.01372 -1.01288e+00 | 32 -0.00808 -1.01839e+00 | 33  0.00633 -1.30914e+00
 34  0.02299 -1.34561e+00 | 35  0.02072 -1.45426e+00 | 36  0.01888 -1.40471e+00
 37  0.02053 -1.25379e+00 | 38  0.01901 -1.17915e+00 | 39  0.01314 -1.06035e+00
 40  0.01726 -9.23055e-01 | 41  0.02346 -6.52433e-01 | 42  0.01387 -5.73017e-01
 43  0.01405 -5.09627e-01 | 44  0.01600 -3.66630e-01 | 45  0.01312 -1.12824e-01
 46  0.01986 -1.16491e-01 | 47  0.02719 -1.18660e-03 | 48  0.02513  1.34584e-01
 49  0.03505  1.70075e-01 | 50  0.01848  2.92606e-01 | 51  0.01297  3.94984e-01
 52  0.00864  5.53052e-01 | 53  0.01169  6.00192e-01 | 54  0.01508  7.63517e-01
 55  0.01357  8.40342e-01 | 56  0.00032  7.74850e-01 | 57 -0.00237  7.72302e-01
 58 -0.01632  7.13629e-01 | 59 -0.01964  7.39480e-01 | 60 -0.01144  6.80598e-01
 61 -0.00528  7.47215e-01 | 62 -0.00429  5.66409e-01 | 63 -0.01480  5.31557e-01
 64 -0.02412  4.27024e-01 | 65 -0.02342  5.13803e-01 | 66 -0.02599  3.32614e-01
 67 -0.02575 -2.01565e-02 | 68 -0.04426  1.91211e-01 | 69 -0.03545  2.04981e-01
 70 -0.00002  2.09856e-01 | 71 -4.31949 -5.85445e-01 | 72  0.08558  7.77952e-01
 73  0.06918  6.31518e-01 | 74  0.05466  5.60265e-01 | 75  0.06111  4.20405e-01
 76  0.05433  2.85469e-01 | 77 -0.01504  2.21625e-01 | 78  0.03280  1.61144e-01
 79 -0.05721  7.27862e-02 | 80 -0.18167 -1.56194e-01 | 81 -0.22040 -2.35307e-01
 82 -0.00906 -1.03441e-01 | 83 -0.00804 -8.08067e-02 | 84 -0.11713 -5.16912e-01
 85  0.04130 -1.84414e-01 | 86  0.15932 -4.11566e-01 | 87  0.19008 -4.05870e-01
 88  0.16361 -4.25880e-01 | 89  0.18776 -4.67560e-01 | 90  0.14871 -4.67385e-01
 91  0.17743 -3.73656e-01 | 92  0.12538 -3.87386e-01 | 93  0.08650 -3.25465e-01
 94  0.11651 -2.65893e-01 | 95  0.17569 -1.14521e-01 | 96  0.14277 -1.36822e-01
 97  0.14964 -8.08190e-02 | 98  0.20297 -2.53726e-01 | 99  0.10047 -1.70967e-01
100  0.13480 -2.28510e-01 |101  0.18487 -1.59850e-01 |102  0.17248 -1.07788e-01
103  0.19570 -4.09836e-02 |104  0.17336 -2.02291e-02 |105  0.17452  2.92267e-02
106  0.21640  1.13609e-01 |107  0.15837  3.48539e-01 |108  0.17098  3.90114e-01
109  0.26173  2.31545e-01 |110  0.16769  3.82267e-01 |111  0.18098  4.14054e-01
112  0.23775  2.92047e-01 |113  0.18975  3.63681e-01 |114  0.24112  3.09175e-01
115  0.22643  3.92504e-01 |116  0.11938  1.20368e-01 |
116 variables; iteration 180; function evaluation 248; phase 2
Function value 3.3873662e+02; maximum gradient component mag 1.2677e-01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24625  2.71812e-05 |  2 -0.40803  1.98503e-04 |  3  0.05831 -2.25730e-03
  4 -0.37848 -1.42954e-03 |  5 19.66791  1.26773e-01 |  6 -0.00853  4.39178e-02
  7 -0.00211 -2.76199e-02 |  8 -0.00248 -2.03822e-02 |  9 -0.00292 -2.04135e-02
 10 -0.00340 -1.72267e-02 | 11 -0.00399 -1.73193e-02 | 12 -0.00462 -3.75592e-03
 13 -0.00533  1.39473e-03 | 14 -0.00618  7.59235e-03 | 15 -0.00717  2.04750e-02
 16 -0.00784  2.04326e-02 | 17 -0.00581  2.74955e-02 | 18 -0.00351  3.35271e-02
 19 -0.00138  3.11734e-02 | 20 -0.00142  3.81873e-02 | 21 -0.00218  4.80449e-02
 22 -0.00329  4.80439e-02 | 23 -0.00536  3.62756e-02 | 24 -0.00836  2.56857e-02
 25 -0.01008  2.14075e-02 | 26 -0.00959  1.66127e-02 | 27 -0.00587  3.39112e-02
 28 -0.00269  3.70596e-02 | 29 -0.00604  2.60619e-02 | 30 -0.01244 -5.43555e-04
 31 -0.01365 -9.04311e-03 | 32 -0.00803 -4.29390e-03 | 33  0.00634  2.51205e-03
 34  0.02293  9.22732e-03 | 35  0.02069  5.76172e-03 | 36  0.01888  3.26194e-03
 37  0.02051 -8.76260e-03 | 38  0.01901 -1.23868e-02 | 39  0.01318 -1.77854e-02
 40  0.01727 -2.27235e-02 | 41  0.02343 -8.41573e-03 | 42  0.01388 -2.49394e-02
 43  0.01408 -1.06874e-02 | 44  0.01602  6.42229e-04 | 45  0.01311  4.21864e-03
 46  0.01986  1.45169e-02 | 47  0.02719  3.73053e-02 | 48  0.02514  2.48376e-02
 49  0.03506  3.13814e-02 | 50  0.01849  6.50077e-03 | 51  0.01298  1.26363e-02
 52  0.00864  1.95144e-03 | 53  0.01170 -2.62178e-04 | 54  0.01509 -1.51935e-03
 55  0.01358 -4.27901e-03 | 56  0.00032 -5.76454e-03 | 57 -0.00237 -1.85822e-02
 58 -0.01633 -2.49445e-02 | 59 -0.01967 -2.22249e-02 | 60 -0.01144 -2.00694e-02
 61 -0.00528 -1.86970e-02 | 62 -0.00429 -2.42873e-02 | 63 -0.01481 -3.72515e-02
 64 -0.02413 -4.19252e-02 | 65 -0.02345 -4.19587e-02 | 66 -0.02599 -2.54864e-02
 67 -0.02567 -3.90736e-02 | 68 -0.04423 -4.55258e-02 | 69 -0.03543 -4.43252e-02
 70  0.00000 -4.55862e-02 | 71 -4.31950  1.16907e-01 | 72  0.08563  2.97286e-02
 73  0.06921  2.74450e-02 | 74  0.05468  2.14103e-02 | 75  0.06112  1.78586e-02
 76  0.05433  1.52002e-02 | 77 -0.01505  1.15441e-02 | 78  0.03279  9.80492e-03
 79 -0.05723  1.27577e-02 | 80 -0.18169  1.52792e-02 | 81 -0.22043  1.64364e-02
 82 -0.00909  7.57115e-03 | 83 -0.00807  2.89540e-03 | 84 -0.11714  1.88897e-02
 85  0.04129  8.44453e-03 | 86  0.15932  5.05568e-03 | 87  0.19008 -5.79901e-04
 88  0.16362 -5.76758e-03 | 89  0.18777 -8.16293e-03 | 90  0.14873 -1.33997e-02
 91  0.17745 -1.95255e-02 | 92  0.12539 -1.96710e-02 | 93  0.08651 -2.19605e-02
 94  0.11652 -2.50339e-02 | 95  0.17570 -2.57766e-02 | 96  0.14278 -2.22325e-02
 97  0.14964 -1.89481e-02 | 98  0.20298 -8.55114e-03 | 99  0.10047 -4.10802e-04
100  0.13480  4.05606e-03 |101  0.18486  4.91034e-03 |102  0.17248  7.10061e-03
103  0.19569  4.68698e-03 |104  0.17335  2.86739e-03 |105  0.17451  5.03744e-04
106  0.21639 -3.27434e-03 |107  0.15836 -6.38735e-03 |108  0.17097 -5.07227e-03
109  0.26172 -8.99460e-04 |110  0.16769 -6.07892e-03 |111  0.18098 -1.03645e-02
112  0.23776 -5.20498e-03 |113  0.18975 -6.05556e-03 |114  0.24113 -6.74793e-03
115  0.22644 -5.41964e-03 |116  0.11938  1.11950e-02 |

 - final statistics:
116 variables; iteration 195; function evaluation 263
Function value 3.3874e+02; maximum gradient component mag -7.2779e-04
Exit code = 1;  converg criter 1.0000e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24624  1.76175e-05 |  2 -0.40804 -1.00597e-05 |  3  0.05837  2.18526e-06
  4 -0.37849 -6.32978e-06 |  5 19.66791 -3.11056e-04 |  6 -0.00853  3.18959e-05
  7 -0.00211  1.36445e-04 |  8 -0.00248  1.22267e-04 |  9 -0.00292  7.76345e-05
 10 -0.00340  9.03834e-06 | 11 -0.00399  4.74285e-05 | 12 -0.00463  7.33803e-05
 13 -0.00533  1.57746e-05 | 14 -0.00618  7.68000e-05 | 15 -0.00718  9.68504e-05
 16 -0.00785  2.00602e-04 | 17 -0.00581  1.65276e-04 | 18 -0.00351  1.49823e-04
 19 -0.00137  2.53390e-04 | 20 -0.00141  1.27740e-04 | 21 -0.00218  8.87950e-05
 22 -0.00329  1.47141e-04 | 23 -0.00536  4.46105e-04 | 24 -0.00836  1.20804e-04
 25 -0.01008  2.26909e-04 | 26 -0.00959  6.68883e-04 | 27 -0.00587  3.24429e-04
 28 -0.00269  5.80898e-04 | 29 -0.00604  4.09552e-04 | 30 -0.01244  3.47993e-04
 31 -0.01365  2.55026e-04 | 32 -0.00803  1.81910e-04 | 33  0.00635  5.71427e-05
 34  0.02293  2.01695e-05 | 35  0.02069  1.93261e-04 | 36  0.01887 -1.91591e-04
 37  0.02051 -3.50368e-04 | 38  0.01901 -1.67991e-04 | 39  0.01318 -3.97138e-04
 40  0.01727 -2.80754e-04 | 41  0.02343 -5.22539e-04 | 42  0.01388 -6.59371e-04
 43  0.01408 -5.81111e-04 | 44  0.01602 -4.81231e-04 | 45  0.01311 -4.91511e-04
 46  0.01986 -5.48101e-04 | 47  0.02719 -7.27785e-04 | 48  0.02514 -5.22226e-04
 49  0.03506 -4.30139e-04 | 50  0.01849 -4.02278e-04 | 51  0.01298 -1.41753e-04
 52  0.00864 -7.88737e-06 | 53  0.01170 -3.81854e-04 | 54  0.01509 -5.89430e-05
 55  0.01358  1.81838e-05 | 56  0.00032  1.95409e-04 | 57 -0.00237 -2.80718e-05
 58 -0.01633  9.48237e-05 | 59 -0.01967  2.71793e-04 | 60 -0.01144  2.71180e-04
 61 -0.00528  1.28985e-04 | 62 -0.00429 -1.30917e-04 | 63 -0.01481  3.84207e-04
 64 -0.02413  1.03957e-04 | 65 -0.02345 -1.00303e-04 | 66 -0.02600  3.09015e-04
 67 -0.02567  1.57535e-04 | 68 -0.04423 -4.08881e-05 | 69 -0.03543  1.09596e-04
 70  0.00000  1.25184e-04 | 71 -4.31949 -3.28301e-04 | 72  0.08563 -1.61620e-04
 73  0.06921 -1.05231e-04 | 74  0.05468 -1.08479e-04 | 75  0.06112 -3.50504e-05
 76  0.05433 -1.12522e-05 | 77 -0.01505  2.80303e-05 | 78  0.03278  1.72846e-04
 79 -0.05723  5.12246e-05 | 80 -0.18169  2.72977e-04 | 81 -0.22043  2.24782e-04
 82 -0.00909  2.23150e-04 | 83 -0.00807  5.00480e-04 | 84 -0.11714  2.62752e-04
 85  0.04129  1.80006e-04 | 86  0.15932  1.75365e-04 | 87  0.19008  1.55458e-04
 88  0.16362  5.58707e-05 | 89  0.18777  3.03376e-05 | 90  0.14873 -3.11707e-05
 91  0.17745 -1.43366e-05 | 92  0.12540 -6.23081e-05 | 93  0.08651  3.66485e-05
 94  0.11652 -6.16726e-05 | 95  0.17570 -1.14162e-04 | 96  0.14278 -1.71835e-04
 97  0.14964 -1.63393e-04 | 98  0.20298 -1.14727e-04 | 99  0.10047 -2.80598e-04
100  0.13480 -1.96043e-04 |101  0.18486 -2.03492e-04 |102  0.17248 -2.09565e-04
103  0.19569 -2.84166e-04 |104  0.17335 -2.83570e-04 |105  0.17451 -2.61976e-04
106  0.21639 -1.14991e-04 |107  0.15836 -1.28769e-04 |108  0.17097 -7.61173e-05
109  0.26172  4.31618e-05 |110  0.16769  9.62208e-05 |111  0.18098  4.49206e-05
112  0.23776  2.11813e-04 |113  0.18975  2.34027e-04 |114  0.24113  1.84045e-04
